Time (s),Gyro Heading (°),Ground Truth Heading (°),Heading Error (°),Improved_Heading,Improved_Error
71.68,8.84,15.75,6.91,8.84,6.91
71.69,8.72,15.75,7.03,8.72,7.029999999999999
71.7,8.64,15.75,7.11,8.64,7.109999999999999
71.71,8.57,15.75,7.18,8.57,7.18
71.72,8.59,15.75,7.16,8.59,7.16
71.73,8.65,15.75,7.1,8.65,7.1
71.74,8.74,15.75,7.01,8.74,7.01
71.75,8.83,15.75,6.92,8.83,6.92
71.76,8.86,15.75,6.89,8.86,6.890000000000001
71.77,8.82,15.75,6.93,8.82,6.93
71.78,8.74,15.75,7.01,8.74,7.01
71.79,8.62,15.75,7.13,8.62,7.130000000000001
71.8,8.46,15.75,7.29,8.46,7.289999999999999
71.81,8.27,15.75,7.48,8.27,7.48
71.82,7.89,15.75,7.86,7.89,7.86
71.83,7.71,15.75,8.04,7.71,8.04
71.84,7.55,15.75,8.2,7.55,8.2
71.85,7.4,15.75,8.35,7.4,8.35
71.86,7.26,15.75,8.49,7.26,8.49
71.87,7.0,15.75,8.75,7.0,8.75
71.88,6.87,15.75,8.88,6.87,8.879999999999999
71.89,6.75,15.75,9.0,6.75,9.0
71.9,6.66,15.75,9.09,6.66,9.09
71.91,6.6,15.75,9.15,6.6,9.15
71.92,6.56,15.75,9.19,6.56,9.190000000000001
71.93,6.57,15.75,9.18,6.57,9.18
71.94,6.6,15.75,9.15,6.6,9.15
71.95,6.65,15.75,9.1,6.65,9.1
71.96,6.74,15.75,9.01,6.74,9.01
71.97,6.93,15.75,8.82,6.93,8.82
71.98,7.03,15.75,8.72,7.03,8.719999999999999
71.99,7.11,15.75,8.64,7.11,8.64
72.0,7.17,15.75,8.58,7.17,8.58
72.01,7.2,15.75,8.55,7.2,8.55
72.02,7.22,15.75,8.53,7.22,8.530000000000001
72.03,7.23,15.75,8.52,7.23,8.52
72.04,7.22,15.75,8.53,7.22,8.530000000000001
72.05,7.22,15.75,8.53,7.22,8.530000000000001
72.06,7.2,15.75,8.55,7.2,8.55
72.07,7.18,15.75,8.57,7.18,8.57
72.08,7.1,15.75,8.65,7.1,8.65
72.09,7.06,15.75,8.69,7.06,8.690000000000001
72.1,7.02,15.75,8.73,7.02,8.73
72.11,7.0,15.75,8.75,7.0,8.75
72.12,7.01,15.75,8.74,7.01,8.74
72.13,7.07,15.75,8.68,7.07,8.68
72.14,7.11,15.75,8.64,7.11,8.64
72.15,7.16,15.75,8.59,7.16,8.59
72.16,7.22,15.75,8.53,7.22,8.530000000000001
72.17,7.29,15.75,8.46,7.29,8.46
72.18,7.46,15.75,8.29,7.46,8.29
72.19,7.57,15.75,8.18,7.57,8.18
72.2,7.7,15.75,8.05,7.7,8.05
72.21,7.85,15.75,7.9,7.85,7.9
72.22,8.0,15.75,7.75,8.0,7.75
72.23,8.29,15.75,7.46,8.29,7.460000000000001
72.24,8.43,15.75,7.32,8.43,7.32
72.25,8.55,15.75,7.2,8.55,7.199999999999999
72.26,8.66,15.75,7.09,8.66,7.09
72.27,8.76,15.75,6.99,8.76,6.99
72.28,8.87,15.75,6.88,8.87,6.880000000000001
72.29,9.14,15.75,6.61,9.14,6.609999999999999
72.3,9.29,15.75,6.46,9.29,6.460000000000001
72.31,9.44,15.75,6.31,9.44,6.3100000000000005
72.32,9.58,15.75,6.17,9.58,6.17
72.33,9.72,15.75,6.03,9.72,6.029999999999999
72.34,10.0,15.75,5.75,10.0,5.75
72.35,10.13,15.75,5.62,10.13,5.619999999999999
72.36,10.28,15.75,5.47,10.28,5.470000000000001
72.37,10.45,15.75,5.3,10.45,5.300000000000001
72.38,10.63,15.75,5.12,10.63,5.119999999999999
72.39,10.94,15.75,4.81,10.94,4.8100000000000005
72.4,11.08,15.75,4.67,11.08,4.67
72.41,11.21,15.75,4.54,11.21,4.539999999999999
72.42,11.33,15.75,4.42,11.33,4.42
72.43,11.45,15.75,4.3,11.45,4.300000000000001
72.44,11.68,15.75,4.07,11.68,4.07
72.45,11.77,15.75,3.98,11.77,3.9800000000000004
72.46,11.85,15.75,3.9,11.85,3.9000000000000004
72.47,11.92,15.75,3.83,11.92,3.83
72.48,12.0,15.75,3.75,12.0,3.75
72.49,12.15,15.75,3.6,12.15,3.5999999999999996
72.5,12.25,15.75,3.5,12.25,3.5
72.51,12.37,15.75,3.38,12.37,3.380000000000001
72.52,12.5,15.75,3.25,12.5,3.25
72.53,12.64,15.75,3.11,12.64,3.1099999999999994
72.54,12.76,15.75,2.99,12.76,2.99
72.55,12.98,15.75,2.77,12.98,2.7699999999999996
72.56,13.07,15.75,2.68,13.07,2.6799999999999997
72.57,13.14,15.75,2.61,13.14,2.6099999999999994
72.58,13.17,15.75,2.58,13.17,2.58
72.59,13.18,15.75,2.57,13.18,2.5700000000000003
72.6,13.15,15.75,2.6,13.15,2.5999999999999996
72.61,13.13,15.75,2.62,13.13,2.619999999999999
72.62,13.1,15.75,2.65,13.1,2.6500000000000004
72.63,13.07,15.75,2.68,13.07,2.6799999999999997
72.64,13.04,15.75,2.71,13.04,2.710000000000001
72.65,12.97,15.75,2.78,12.97,2.7799999999999994
72.66,12.93,15.75,2.82,12.93,2.8200000000000003
72.67,12.88,15.75,2.87,12.88,2.869999999999999
72.68,12.83,15.75,2.92,12.83,2.92
72.69,12.77,15.75,2.98,12.77,2.9800000000000004
72.7,12.63,15.75,3.12,12.63,3.119999999999999
72.71,12.54,15.75,3.21,12.54,3.210000000000001
72.72,12.44,15.75,3.31,12.44,3.3100000000000005
72.74,12.32,15.75,3.43,12.32,3.4299999999999997
72.74,12.2,15.75,3.55,12.2,3.5500000000000007
72.75,11.99,15.75,3.76,11.99,3.76
72.76,11.9,15.75,3.85,11.9,3.8499999999999996
72.77,11.82,15.75,3.93,11.82,3.9299999999999997
72.78,11.75,15.75,4.0,11.75,4.0
72.79,11.67,15.75,4.08,11.67,4.08
72.8,11.55,15.75,4.2,11.55,4.199999999999999
72.81,11.26,15.75,4.49,11.26,4.49
72.82,11.09,15.75,4.66,11.09,4.66
72.83,10.92,15.75,4.83,10.92,4.83
72.84,10.77,15.75,4.98,10.77,4.98
72.85,10.67,15.75,5.08,10.67,5.08
72.86,10.54,15.75,5.21,10.54,5.210000000000001
72.87,10.51,15.75,5.24,10.51,5.24
72.88,10.5,15.75,5.25,10.5,5.25
72.89,10.49,15.75,5.26,10.49,5.26
72.9,10.46,15.75,5.29,10.46,5.289999999999999
72.91,10.34,15.75,5.41,10.34,5.41
72.92,10.25,15.75,5.5,10.25,5.5
72.93,10.13,15.75,5.62,10.13,5.619999999999999
72.94,10.0,15.75,5.75,10.0,5.75
72.95,9.86,15.75,5.89,9.86,5.890000000000001
72.96,9.56,15.75,6.19,9.56,6.1899999999999995
72.97,9.41,15.75,6.34,9.41,6.34
72.98,9.28,15.75,6.47,9.28,6.470000000000001
72.99,9.18,15.75,6.57,9.18,6.57
73.0,9.1,15.75,6.65,9.1,6.65
73.01,8.97,15.75,6.78,8.97,6.779999999999999
73.02,8.89,15.75,6.86,8.89,6.859999999999999
73.03,8.8,15.75,6.95,8.8,6.949999999999999
73.04,8.69,15.75,7.06,8.69,7.0600000000000005
73.05,8.56,15.75,7.19,8.56,7.1899999999999995
73.06,8.42,15.75,7.33,8.42,7.33
73.07,8.17,15.75,7.58,8.17,7.58
73.08,8.06,15.75,7.69,8.06,7.6899999999999995
73.09,7.99,15.75,7.76,7.99,7.76
73.1,7.97,15.75,7.78,7.97,7.78
73.11,7.99,15.75,7.76,7.99,7.76
73.12,8.05,15.75,7.7,8.05,7.699999999999999
73.13,8.07,15.75,7.68,8.07,7.68
73.14,8.07,15.75,7.68,8.07,7.68
73.15,8.02,15.75,7.73,8.02,7.73
73.16,7.93,15.75,7.82,7.93,7.82
73.17,7.68,15.75,8.07,7.68,8.07
73.18,7.52,15.75,8.23,7.52,8.23
73.19,7.34,15.75,8.41,7.34,8.41
73.2,7.16,15.75,8.59,7.16,8.59
73.21,6.97,15.75,8.78,6.97,8.780000000000001
73.22,6.59,15.75,9.16,6.59,9.16
73.23,6.4,15.75,9.35,6.4,9.35
73.24,6.23,15.75,9.52,6.23,9.52
73.25,6.08,15.75,9.67,6.08,9.67
73.26,5.98,15.75,9.77,5.98,9.77
73.27,5.84,15.75,9.91,5.84,9.91
73.28,5.8,15.75,9.95,5.8,9.95
73.29,5.77,15.75,9.98,5.77,9.98
73.3,5.77,15.75,9.98,5.77,9.98
73.31,5.78,15.75,9.97,5.78,9.969999999999999
73.32,5.8,15.75,9.95,5.8,9.95
73.33,5.83,15.75,9.92,5.83,9.92
73.34,5.84,15.75,9.91,5.84,9.91
73.35,5.84,15.75,9.91,5.84,9.91
73.36,5.83,15.75,9.92,5.83,9.92
73.37,5.82,15.75,9.93,5.82,9.93
73.38,5.8,15.75,9.95,5.8,9.95
73.39,5.81,15.75,9.94,5.81,9.940000000000001
73.4,5.84,15.75,9.91,5.84,9.91
73.41,5.9,15.75,9.85,5.9,9.85
73.42,5.99,15.75,9.76,5.99,9.76
73.43,6.22,15.75,9.53,6.22,9.530000000000001
73.44,6.38,15.75,9.37,6.38,9.370000000000001
73.45,6.55,15.75,9.2,6.55,9.2
73.46,6.75,15.75,9.0,6.75,9.0
73.47,6.95,15.75,8.8,6.95,8.8
73.48,7.38,15.75,8.37,7.38,8.370000000000001
73.49,7.58,15.75,8.17,7.58,8.17
73.5,7.78,15.75,7.97,7.78,7.97
73.51,7.92,15.75,7.83,7.92,7.83
73.52,8.02,15.75,7.73,8.02,7.73
73.54,8.08,15.75,7.67,8.08,7.67
73.54,8.17,15.75,7.58,8.17,7.58
73.55,8.21,15.75,7.54,8.21,7.539999999999999
73.56,8.23,15.75,7.52,8.23,7.52
73.57,8.24,15.75,7.51,8.24,7.51
73.58,8.24,15.75,7.51,8.24,7.51
73.59,8.26,15.75,7.49,8.26,7.49
73.6,8.29,15.75,7.46,8.29,7.460000000000001
73.61,8.36,15.75,7.39,8.36,7.390000000000001
73.62,8.47,15.75,7.28,8.47,7.279999999999999
73.63,8.63,15.75,7.12,8.63,7.119999999999999
73.64,9.04,15.75,6.71,9.04,6.710000000000001
73.65,9.26,15.75,6.49,9.26,6.49
73.66,9.46,15.75,6.29,9.46,6.289999999999999
73.67,9.64,15.75,6.11,9.64,6.109999999999999
73.68,9.78,15.75,5.97,9.78,5.970000000000001
73.69,9.98,15.75,5.77,9.98,5.77
73.7,10.03,15.75,5.72,10.03,5.720000000000001
73.71,10.04,15.75,5.71,10.04,5.710000000000001
73.72,10.05,15.75,5.7,10.05,5.699999999999999
73.73,10.06,15.75,5.69,10.06,5.6899999999999995
73.74,10.1,15.75,5.65,10.1,5.65
73.75,10.13,15.75,5.62,10.13,5.619999999999999
73.76,10.18,15.75,5.57,10.18,5.57
73.77,10.24,15.75,5.51,10.24,5.51
73.78,10.29,15.75,5.46,10.29,5.460000000000001
73.79,10.33,15.75,5.42,10.33,5.42
73.8,10.38,15.75,5.37,10.38,5.369999999999999
73.81,10.39,15.75,5.36,10.39,5.359999999999999
73.82,10.38,15.75,5.37,10.38,5.369999999999999
73.83,10.38,15.75,5.37,10.38,5.369999999999999
73.84,10.38,15.75,5.37,10.38,5.369999999999999
73.85,10.37,15.75,5.38,10.37,5.380000000000001
73.86,10.36,15.75,5.39,10.36,5.390000000000001
73.87,10.34,15.75,5.41,10.34,5.41
73.88,10.3,15.75,5.45,10.3,5.449999999999999
73.89,10.24,15.75,5.51,10.24,5.51
73.9,10.09,15.75,5.66,10.09,5.66
73.91,10.0,15.75,5.75,10.0,5.75
73.92,9.93,15.75,5.82,9.93,5.82
73.93,9.88,15.75,5.87,9.88,5.869999999999999
73.94,9.88,15.75,5.87,9.88,5.869999999999999
73.95,9.97,15.75,5.78,9.97,5.779999999999999
73.96,10.06,15.75,5.69,10.06,5.6899999999999995
73.97,10.16,15.75,5.59,10.16,5.59
73.98,10.27,15.75,5.48,10.27,5.48
73.99,10.36,15.75,5.39,10.36,5.390000000000001
74.0,10.52,15.75,5.23,10.52,5.23
74.01,10.58,15.75,5.17,10.58,5.17
74.02,10.61,15.75,5.14,10.61,5.140000000000001
74.03,10.61,15.75,5.14,10.61,5.140000000000001
74.04,10.57,15.75,5.18,10.57,5.18
74.05,10.49,15.75,5.26,10.49,5.26
74.06,10.29,15.75,5.46,10.29,5.460000000000001
74.07,10.21,15.75,5.54,10.21,5.539999999999999
74.08,10.16,15.75,5.59,10.16,5.59
74.09,10.13,15.75,5.62,10.13,5.619999999999999
74.1,10.12,15.75,5.63,10.12,5.630000000000001
74.11,10.09,15.75,5.66,10.09,5.66
74.12,10.07,15.75,5.68,10.07,5.68
74.13,10.05,15.75,5.7,10.05,5.699999999999999
74.14,10.01,15.75,5.74,10.01,5.74
74.15,9.98,15.75,5.77,9.98,5.77
74.16,9.95,15.75,5.8,9.95,5.800000000000001
74.17,9.95,15.75,5.8,9.95,5.800000000000001
74.18,9.98,15.75,5.77,9.98,5.77
74.19,10.02,15.75,5.73,10.02,5.73
74.2,10.06,15.75,5.69,10.06,5.6899999999999995
74.21,10.12,15.75,5.63,10.12,5.630000000000001
74.22,10.15,15.75,5.6,10.15,5.6
74.23,10.16,15.75,5.59,10.16,5.59
74.24,10.16,15.75,5.59,10.16,5.59
74.25,10.15,15.75,5.6,10.15,5.6
74.26,10.08,15.75,5.67,10.08,5.67
74.27,10.0,15.75,5.75,10.0,5.75
74.28,9.9,15.75,5.85,9.9,5.85
74.3,9.77,15.75,5.98,9.77,5.98
74.3,9.62,15.75,6.13,9.62,6.130000000000001
74.31,9.48,15.75,6.27,9.48,6.27
74.32,9.24,15.75,6.51,9.24,6.51
74.33,9.14,15.75,6.61,9.14,6.609999999999999
74.34,9.08,15.75,6.67,9.08,6.67
74.35,9.07,15.75,6.68,9.07,6.68
74.36,9.09,15.75,6.66,9.09,6.66
74.37,9.2,15.75,6.55,9.2,6.550000000000001
74.38,9.28,15.75,6.47,9.28,6.470000000000001
74.39,9.38,15.75,6.37,9.38,6.369999999999999
74.4,9.49,15.75,6.26,9.49,6.26
74.41,9.61,15.75,6.14,9.61,6.140000000000001
74.42,9.81,15.75,5.94,9.81,5.9399999999999995
74.43,9.89,15.75,5.86,9.89,5.859999999999999
74.44,9.94,15.75,5.81,9.94,5.8100000000000005
74.45,9.99,15.75,5.76,9.99,5.76
74.46,10.06,15.75,5.69,10.06,5.6899999999999995
74.47,10.24,15.75,5.51,10.24,5.51
74.48,10.37,15.75,5.38,10.37,5.380000000000001
74.49,10.55,15.75,5.2,10.55,5.199999999999999
74.5,10.77,15.75,4.98,10.77,4.98
74.51,11.01,15.75,4.74,11.01,4.74
74.52,11.48,15.75,4.27,11.48,4.27
74.53,11.69,15.75,4.06,11.69,4.0600000000000005
74.54,11.89,15.75,3.86,11.89,3.8599999999999994
74.55,12.08,15.75,3.67,12.08,3.67
74.56,12.27,15.75,3.48,12.27,3.4800000000000004
74.57,12.46,15.75,3.29,12.46,3.289999999999999
74.58,12.85,15.75,2.9,12.85,2.9000000000000004
74.59,13.03,15.75,2.72,13.03,2.7200000000000006
74.6,13.2,15.75,2.55,13.2,2.5500000000000007
74.61,13.37,15.75,2.38,13.37,2.380000000000001
74.62,13.54,15.75,2.21,13.54,2.210000000000001
74.63,13.88,15.75,1.87,13.88,1.8699999999999992
74.64,14.03,15.75,1.72,14.03,1.7200000000000006
74.65,14.14,15.75,1.61,14.14,1.6099999999999994
74.66,14.23,15.75,1.52,14.23,1.5199999999999996
74.67,14.3,15.75,1.45,14.3,1.4499999999999993
74.68,14.5,15.75,1.25,14.5,1.25
74.69,14.64,15.75,1.11,14.64,1.1099999999999994
74.7,14.84,15.75,0.91,14.84,0.9100000000000001
74.71,15.1,15.75,0.65,15.1,0.6500000000000004
74.72,15.4,15.75,0.35,15.4,0.34999999999999964
74.73,16.01,15.75,0.26,16.01,0.26000000000000156
74.74,16.29,15.75,0.54,16.29,0.5399999999999991
74.75,16.52,15.75,0.77,16.52,0.7699999999999996
74.76,16.67,15.75,0.92,16.67,0.9200000000000017
74.77,16.74,15.75,0.99,16.74,0.9899999999999984
74.78,16.78,15.75,1.03,16.78,1.0300000000000011
74.79,16.77,15.75,1.02,16.77,1.0199999999999996
74.8,16.77,15.75,1.02,16.77,1.0199999999999996
74.81,16.81,15.75,1.06,16.81,1.0599999999999987
74.82,16.88,15.75,1.13,16.88,1.129999999999999
74.83,16.99,15.75,1.24,16.99,1.2399999999999984
74.84,17.22,15.75,1.47,17.22,1.4699999999999989
74.85,17.33,15.75,1.58,17.33,1.5799999999999983
74.86,17.43,15.75,1.68,17.43,1.6799999999999997
74.87,17.49,15.75,1.74,17.49,1.7399999999999984
74.88,17.51,15.75,1.76,17.51,1.7600000000000016
74.89,17.48,15.75,1.73,17.48,1.7300000000000004
74.9,17.44,15.75,1.69,17.44,1.6900000000000013
74.91,17.38,15.75,1.63,17.38,1.629999999999999
74.92,17.32,15.75,1.57,17.32,1.5700000000000003
74.93,17.26,15.75,1.51,17.26,1.5100000000000016
74.94,17.12,15.75,1.37,17.12,1.370000000000001
74.95,17.06,15.75,1.31,17.06,1.3099999999999987
74.96,16.98,15.75,1.23,16.98,1.2300000000000004
74.97,16.88,15.75,1.13,16.88,1.129999999999999
74.98,16.76,15.75,1.01,16.76,1.0100000000000016
74.99,16.5,15.75,0.75,16.5,0.75
75.0,16.35,15.75,0.6,16.35,0.6000000000000014
75.01,16.2,15.75,0.45,16.2,0.4499999999999993
75.02,16.06,15.75,0.31,16.06,0.3099999999999987
75.03,15.94,15.75,0.19,15.94,0.1899999999999995
75.04,15.73,15.75,0.02,15.73,0.019999999999999574
75.05,15.65,15.75,0.1,15.65,0.09999999999999964
75.06,15.6,15.75,0.15,15.6,0.15000000000000036
75.07,15.57,15.75,0.18,15.57,0.17999999999999972
75.08,15.53,15.75,0.22,15.53,0.22000000000000064
75.09,15.49,15.75,0.26,15.49,0.2599999999999998
75.1,15.36,15.75,0.39,15.36,0.39000000000000057
75.11,15.26,15.75,0.49,15.26,0.4900000000000002
75.12,15.13,15.75,0.62,15.13,0.6199999999999992
75.13,14.96,15.75,0.79,14.96,0.7899999999999991
75.14,14.77,15.75,0.98,14.77,0.9800000000000004
75.15,14.43,15.75,1.32,14.43,1.3200000000000003
75.16,14.28,15.75,1.47,14.28,1.4700000000000006
75.17,14.17,15.75,1.58,14.17,1.58
75.18,14.07,15.75,1.68,14.07,1.6799999999999997
75.19,13.99,15.75,1.76,13.99,1.7599999999999998
75.2,13.82,15.75,1.93,13.82,1.9299999999999997
75.21,13.73,15.75,2.02,13.73,2.0199999999999996
75.22,13.63,15.75,2.12,13.63,2.119999999999999
75.23,13.54,15.75,2.21,13.54,2.210000000000001
75.24,13.5,15.75,2.25,13.5,2.25
75.25,13.52,15.75,2.23,13.52,2.2300000000000004
75.26,13.57,15.75,2.18,13.57,2.1799999999999997
75.27,13.64,15.75,2.11,13.64,2.1099999999999994
75.28,13.71,15.75,2.04,13.71,2.039999999999999
75.29,13.76,15.75,1.99,13.76,1.9900000000000002
75.3,13.76,15.75,1.99,13.76,1.9900000000000002
75.31,13.65,15.75,2.1,13.65,2.0999999999999996
75.32,13.54,15.75,2.21,13.54,2.210000000000001
75.33,13.4,15.75,2.35,13.4,2.3499999999999996
75.34,13.22,15.75,2.53,13.22,2.5299999999999994
75.35,13.01,15.75,2.74,13.01,2.74
75.36,12.58,15.75,3.17,12.58,3.17
75.37,12.37,15.75,3.38,12.37,3.380000000000001
75.38,12.16,15.75,3.59,12.16,3.59
75.39,11.96,15.75,3.79,11.96,3.789999999999999
75.4,11.8,15.75,3.95,11.8,3.9499999999999993
75.41,11.53,15.75,4.22,11.53,4.220000000000001
75.42,11.43,15.75,4.32,11.43,4.32
75.43,11.36,15.75,4.39,11.36,4.390000000000001
75.45,11.31,15.75,4.44,11.31,4.4399999999999995
75.46,11.28,15.75,4.47,11.28,4.470000000000001
75.46,11.21,15.75,4.54,11.21,4.539999999999999
75.47,11.16,15.75,4.59,11.16,4.59
75.48,11.1,15.75,4.65,11.1,4.65
75.49,11.03,15.75,4.72,11.03,4.720000000000001
75.5,10.97,15.75,4.78,10.97,4.779999999999999
75.51,10.88,15.75,4.87,10.88,4.869999999999999
75.52,10.85,15.75,4.9,10.85,4.9
75.53,10.82,15.75,4.93,10.82,4.93
75.54,10.82,15.75,4.93,10.82,4.93
75.55,10.83,15.75,4.92,10.83,4.92
75.56,10.87,15.75,4.88,10.87,4.880000000000001
75.57,10.96,15.75,4.79,10.96,4.789999999999999
75.58,11.02,15.75,4.73,11.02,4.73
75.59,11.1,15.75,4.65,11.1,4.65
75.6,11.2,15.75,4.55,11.2,4.550000000000001
75.61,11.34,15.75,4.41,11.34,4.41
75.62,11.67,15.75,4.08,11.67,4.08
75.63,11.84,15.75,3.91,11.84,3.91
75.64,12.01,15.75,3.74,12.01,3.74
75.65,12.17,15.75,3.58,12.17,3.58
75.66,12.3,15.75,3.45,12.3,3.4499999999999993
75.68,12.49,15.75,3.26,12.49,3.26
75.68,12.54,15.75,3.21,12.54,3.210000000000001
75.69,12.56,15.75,3.19,12.56,3.1899999999999995
75.7,12.57,15.75,3.18,12.57,3.1799999999999997
75.71,12.59,15.75,3.16,12.59,3.16
75.72,12.67,15.75,3.08,12.67,3.08
75.73,12.71,15.75,3.04,12.71,3.039999999999999
75.74,12.75,15.75,3.0,12.75,3.0
75.75,12.79,15.75,2.96,12.79,2.960000000000001
75.76,12.81,15.75,2.94,12.81,2.9399999999999995
75.77,12.79,15.75,2.96,12.79,2.960000000000001
75.78,12.77,15.75,2.98,12.77,2.9800000000000004
75.79,12.76,15.75,2.99,12.76,2.99
75.8,12.76,15.75,2.99,12.76,2.99
75.81,12.78,15.75,2.97,12.78,2.9700000000000006
75.82,12.8,15.75,2.95,12.8,2.9499999999999993
75.83,12.84,15.75,2.91,12.84,2.91
75.84,12.85,15.75,2.9,12.85,2.9000000000000004
75.85,12.83,15.75,2.92,12.83,2.92
75.86,12.79,15.75,2.96,12.79,2.960000000000001
75.87,12.73,15.75,3.02,12.73,3.0199999999999996
75.88,12.59,15.75,3.16,12.59,3.16
75.89,12.51,15.75,3.24,12.51,3.24
75.9,12.44,15.75,3.31,12.44,3.3100000000000005
75.91,12.38,15.75,3.37,12.38,3.369999999999999
75.92,12.32,15.75,3.43,12.32,3.4299999999999997
75.93,12.22,15.75,3.53,12.22,3.5299999999999994
75.94,12.18,15.75,3.57,12.18,3.5700000000000003
75.95,12.13,15.75,3.62,12.13,3.619999999999999
75.96,12.07,15.75,3.68,12.07,3.6799999999999997
75.97,12.0,15.75,3.75,12.0,3.75
75.98,11.81,15.75,3.94,11.81,3.9399999999999995
75.99,11.71,15.75,4.04,11.71,4.039999999999999
76.0,11.6,15.75,4.15,11.6,4.15
76.01,11.48,15.75,4.27,11.48,4.27
76.02,11.35,15.75,4.4,11.35,4.4
76.03,11.07,15.75,4.68,11.07,4.68
76.04,10.89,15.75,4.86,10.89,4.859999999999999
76.05,10.68,15.75,5.07,10.68,5.07
76.06,10.43,15.75,5.32,10.43,5.32
76.07,10.14,15.75,5.61,10.14,5.609999999999999
76.08,9.84,15.75,5.91,9.84,5.91
76.09,9.23,15.75,6.52,9.23,6.52
76.1,8.94,15.75,6.81,8.94,6.8100000000000005
76.11,8.71,15.75,7.04,8.71,7.039999999999999
76.12,8.54,15.75,7.21,8.54,7.210000000000001
76.13,8.45,15.75,7.3,8.45,7.300000000000001
76.14,8.35,15.75,7.4,8.35,7.4
76.16,8.3,15.75,7.45,8.3,7.449999999999999
76.16,8.23,15.75,7.52,8.23,7.52
76.19,8.11,15.75,7.64,8.11,7.640000000000001
76.19,7.94,15.75,7.81,7.94,7.81
76.19,7.45,15.75,8.3,7.45,8.3
76.2,7.17,15.75,8.58,7.17,8.58
76.21,6.86,15.75,8.89,6.86,8.89
76.22,6.55,15.75,9.2,6.55,9.2
76.23,6.26,15.75,9.49,6.26,9.49
76.24,5.71,15.75,10.04,5.71,10.04
76.25,5.45,15.75,10.3,5.45,10.3
76.26,5.21,15.75,10.54,5.21,10.54
76.27,4.99,15.75,10.76,4.99,10.76
76.28,4.8,15.75,10.95,4.8,10.95
76.29,4.47,15.75,11.28,4.47,11.280000000000001
76.3,4.34,15.75,11.41,4.34,11.41
76.31,4.26,15.75,11.49,4.26,11.49
76.32,4.23,15.75,11.52,4.23,11.52
76.33,4.26,15.75,11.49,4.26,11.49
76.34,4.33,15.75,11.42,4.33,11.42
76.35,4.53,15.75,11.22,4.53,11.219999999999999
76.36,4.62,15.75,11.13,4.62,11.129999999999999
76.37,4.68,15.75,11.07,4.68,11.07
76.38,4.71,15.75,11.04,4.71,11.04
76.39,4.69,15.75,11.06,4.69,11.059999999999999
76.4,4.57,15.75,11.18,4.57,11.18
76.41,4.46,15.75,11.29,4.46,11.29
76.42,4.32,15.75,11.43,4.32,11.43
76.43,4.14,15.75,11.61,4.14,11.61
76.44,3.96,15.75,11.79,3.96,11.79
76.45,3.61,15.75,12.14,3.61,12.14
76.46,3.45,15.75,12.3,3.45,12.3
76.47,3.32,15.75,12.43,3.32,12.43
76.48,3.22,15.75,12.53,3.22,12.53
76.49,3.15,15.75,12.6,3.15,12.6
76.51,3.1,15.75,12.65,3.1,12.65
76.52,3.11,15.75,12.64,3.11,12.64
76.52,3.15,15.75,12.6,3.15,12.6
76.53,3.21,15.75,12.54,3.21,12.54
76.54,3.28,15.75,12.47,3.28,12.47
76.55,3.48,15.75,12.27,3.48,12.27
76.56,3.58,15.75,12.17,3.58,12.17
76.57,3.67,15.75,12.08,3.67,12.08
76.58,3.77,15.75,11.98,3.77,11.98
76.59,3.89,15.75,11.86,3.89,11.86
76.6,4.04,15.75,11.71,4.04,11.71
76.61,4.37,15.75,11.38,4.37,11.379999999999999
76.62,4.55,15.75,11.2,4.55,11.2
76.63,4.75,15.75,11.0,4.75,11.0
76.64,4.97,15.75,10.78,4.97,10.780000000000001
76.65,5.23,15.75,10.52,5.23,10.52
76.66,5.8,15.75,9.95,5.8,9.95
76.67,6.11,15.75,9.64,6.11,9.64
76.68,6.43,15.75,9.32,6.43,9.32
76.69,6.74,15.75,9.01,6.74,9.01
76.7,7.04,15.75,8.71,7.04,8.71
76.71,7.62,15.75,8.13,7.62,8.129999999999999
76.72,7.9,15.75,7.85,7.9,7.85
76.73,8.18,15.75,7.57,8.18,7.57
76.74,8.45,15.75,7.3,8.45,7.300000000000001
76.76,8.72,15.75,7.03,8.72,7.029999999999999
76.76,9.23,15.75,6.52,9.23,6.52
76.77,9.47,15.75,6.28,9.47,6.279999999999999
76.78,9.69,15.75,6.06,9.69,6.0600000000000005
76.79,9.87,15.75,5.88,9.87,5.880000000000001
76.8,10.01,15.75,5.74,10.01,5.74
76.81,10.21,15.75,5.54,10.21,5.539999999999999
76.82,10.29,15.75,5.46,10.29,5.460000000000001
76.83,10.37,15.75,5.38,10.37,5.380000000000001
76.84,10.48,15.75,5.27,10.48,5.27
76.85,10.63,15.75,5.12,10.63,5.119999999999999
76.86,10.82,15.75,4.93,10.82,4.93
76.87,11.27,15.75,4.48,11.27,4.48
76.88,11.51,15.75,4.24,11.51,4.24
76.89,11.76,15.75,3.99,11.76,3.99
76.9,12.0,15.75,3.75,12.0,3.75
76.92,12.21,15.75,3.54,12.21,3.539999999999999
76.92,12.59,15.75,3.16,12.59,3.16
76.93,12.76,15.75,2.99,12.76,2.99
76.94,12.91,15.75,2.84,12.91,2.84
76.95,13.06,15.75,2.69,13.06,2.6899999999999995
76.96,13.2,15.75,2.55,13.2,2.5500000000000007
76.97,13.48,15.75,2.27,13.48,2.2699999999999996
76.98,13.62,15.75,2.13,13.62,2.130000000000001
